_id,_name,_category,_detailText,_priority,_spriteName,_masterReleaseLabelId
4293000213,Title: SIFAS AC Supporter: Eli,4293,A special Eli title to support SIF AC.,213,title_s_0000_00000_0213,1
4293000214,Title: SIFAS AC Supporter: Kotori,4293,A special Kotori title to support SIF AC.,214,title_s_0000_00000_0214,1
4293000215,Title: SIFAS AC Supporter: Umi,4293,A special Umi title to support SIF AC.,215,title_s_0000_00000_0215,1
4293000216,Title: SIFAS AC Supporter: Rin,4293,A special Rin title to support SIF AC.,216,title_s_0000_00000_0216,1
4293000217,Title: SIFAS AC Supporter: Maki,4293,A special Maki title to support SIF AC.,217,title_s_0000_00000_0217,1
4293000218,Title: SIFAS AC Supporter: Nozomi,4293,A special Nozomi title to support SIF AC.,218,title_s_0000_00000_0218,1
4293000219,Title: SIFAS AC Supporter: Hanayo,4293,A special Hanayo title to support SIF AC.,219,title_s_0000_00000_0219,1
4293000220,Title: SIFAS AC Supporter: Nico,4293,A special Nico title to support SIF AC.,220,title_s_0000_00000_0220,1
4293000221,Title: SIFAS AC Supporter: Chika,4293,A special Chika title to support SIF AC.,221,title_s_0000_00000_0221,1
4293000222,Title: SIFAS AC Supporter: Riko,4293,A special Riko title to support SIF AC.,222,title_s_0000_00000_0222,1
4293000223,Title: SIFAS AC Supporter: Kanan,4293,A special Kanan title to support SIF AC.,223,title_s_0000_00000_0223,1
4293000224,Title: SIFAS AC Supporter: Dia,4293,A special Dia title to support SIF AC.,224,title_s_0000_00000_0224,1
4293000225,Title: SIFAS AC Supporter: You,4293,A special You title to support SIF AC.,225,title_s_0000_00000_0225,1
4293000226,Title: SIFAS AC Supporter: Yoshiko,4293,A special Yoshiko title to support SIF AC.,226,title_s_0000_00000_0226,1
4293000227,Title: SIFAS AC Supporter: Hanamaru,4293,A special Hanamaru title to support SIF AC.,227,title_s_0000_00000_0227,1
4293000228,Title: SIFAS AC Supporter: Mari,4293,A special Mari title to support SIF AC.,228,title_s_0000_00000_0228,1
4293000229,Title: SIFAS AC Supporter: Ruby,4293,A special Ruby title to support SIF AC.,229,title_s_0000_00000_0229,1
4293000230,8th Walking Rally: Italy,4293,A title to commemorate completing the 8th Walking Rally missions.,230,title_s_0000_00000_0230,1
4293000231,"Happy Birthday, Honoka!",4293,August 3rd is Honoka Kosaka's birthday. ♪,231,title_s_0000_00000_0231,1
4293000232,"Happy Birthday, Eli!",4293,October 21st is Eli Ayase's birthday. ♪,232,title_s_0000_00000_0232,1
4293000233,"Happy Birthday, Kotori!",4293,September 12th is Kotori Minami's birthday. ♪,233,title_s_0000_00000_0233,1
4293000234,"Happy Birthday, Umi!",4293,March 15th is Umi Sonoda's birthday. ♪,234,title_s_0000_00000_0234,1
4293000235,"Happy Birthday, Rin!",4293,November 1st is Rin Hoshizora's birthday. ♪,235,title_s_0000_00000_0235,1
4293000236,"Happy Birthday, Maki!",4293,April 19th is Maki Nishikino's birthday. ♪,236,title_s_0000_00000_0236,1
4293000237,"Happy Birthday, Nozomi!",4293,June 9th is Nozomi Tojo's birthday. ♪,237,title_s_0000_00000_0237,1
4293000238,"Happy Birthday, Hanayo!",4293,January 17th is Hanayo Koizumi's birthday. ♪,238,title_s_0000_00000_0238,1
4293000239,"Happy Birthday, Nico!",4293,July 22nd is Nico Yazawa's birthday. ♪,239,title_s_0000_00000_0239,1
4293000240,"Happy Birthday, Chika!",4293,August 1st is Chika Takami's birthday. ♪,240,title_s_0000_00000_0240,1
4293000241,"Happy Birthday, Riko!",4293,September 19th is Riko Sakurauchi's birthday. ♪,241,title_s_0000_00000_0241,1
4293000242,"Happy Birthday, Kanan!",4293,February 10th is Kanan Matsuura's birthday. ♪,242,title_s_0000_00000_0242,1
4293000243,"Happy Birthday, Dia!",4293,January 1st is Dia Kurosawa's birthday. ♪,243,title_s_0000_00000_0243,1
4293000244,"Happy Birthday, You!",4293,April 17th is You Watanabe's birthday. ♪,244,title_s_0000_00000_0244,1
4293000245,"Happy Birthday, Yoshiko!",4293,July 13th is Yoshiko Tsushima's birthday. ♪,245,title_s_0000_00000_0245,1
4293000246,"Happy Birthday, Hanamaru!",4293,March 4th is Hanamaru Kunikida's birthday. ♪,246,title_s_0000_00000_0246,1
4293000247,"Happy Birthday, Mari!",4293,June 13th is Mari Ohara's birthday. ♪,247,title_s_0000_00000_0247,1
4293000248,"Happy Birthday, Ruby!",4293,September 21st Ruby Kurosawa's birthday. ♪,248,title_s_0000_00000_0248,1
4293000249,μ's Valentine's Gift,4293,A Valentine's gift from μ's. ♪,249,title_s_0000_00000_0249,1
4293000250,Aqours' Valentine's Gift,4293,A Valentine's gift from Aqours. ♪,250,title_s_0000_00000_0250,1
4293000251,Honoka's Valentine's Gift,4293,A Valentine's gift from Honoka. ♪,251,title_s_0000_00000_0251,1
4293000252,Eli's Valentine's Gift,4293,A Valentine's gift from Eli. ♪,252,title_s_0000_00000_0252,1
4293000253,Kotori's Valentine's Gift,4293,A Valentine's gift from Kotori. ♪,253,title_s_0000_00000_0253,1
4293000254,Umi's Valentine's Gift,4293,A Valentine's gift from Umi. ♪,254,title_s_0000_00000_0254,1
4293000255,Rin's Valentine's Gift,4293,A Valentine's gift from Rin. ♪,255,title_s_0000_00000_0255,1
4293000256,Maki's Valentine's Gift,4293,A Valentine's gift from Maki. ♪,256,title_s_0000_00000_0256,1
4293000257,Nozomi's Valentine's Gift,4293,A Valentine's gift from Nozomi. ♪,257,title_s_0000_00000_0257,1
4293000258,Hanayo's Valentine's Gift,4293,A Valentine's gift from Hanayo. ♪,258,title_s_0000_00000_0258,1
4293000259,Nico's Valentine's Gift,4293,A Valentine's gift from Nico. ♪,259,title_s_0000_00000_0259,1
4293000260,Chika's Valentine's Gift,4293,A Valentine's gift from Chika. ♪,260,title_s_0000_00000_0260,1
4293000261,Riko's Valentine's Gift,4293,A Valentine's gift from Riko. ♪,261,title_s_0000_00000_0261,1
4293000262,Kanan's Valentine's Gift,4293,A Valentine's gift from Kanan. ♪,262,title_s_0000_00000_0262,1
4293000263,Dia's Valentine's Gift,4293,A Valentine's gift from Dia. ♪,263,title_s_0000_00000_0263,1
4293000264,You's Valentine's Gift,4293,A Valentine's gift from You. ♪,264,title_s_0000_00000_0264,1
4293000265,Yoshiko's Valentine's Gift,4293,A Valentine's gift from Yoshiko. ♪,265,title_s_0000_00000_0265,1
4293000266,Hanamaru's Valentine's Gift,4293,A Valentine's gift from Hanamaru. ♪,266,title_s_0000_00000_0266,1
4293000267,Mari's Valentine's Gift,4293,A Valentine's gift from Mari. ♪,267,title_s_0000_00000_0267,1
4293000268,Ruby's Valentine's Gift,4293,A Valentine's gift from Ruby. ♪,268,title_s_0000_00000_0268,1
4293000269,Title: Saint Snow,4293,A title for supporters of Saint Snow.,269,title_s_0000_00000_0269,1
4293000270,9th Walking Rally: Spring,4293,A title to commemorate completing the 9th Walking Rally missions.,270,title_s_0000_00000_0270,1
4293000271,Title: Aqours Asia Tour: Chiba,4293,A special title to commemorate Aqours' Asia Tour: Chiba,271,title_s_0000_00000_0271,1
4293000272,Title: SIF 6th Anniversary,4293,A special title to commemorate SIF's 6th anniversary.,272,title_s_0000_00000_0272,1
4293000273,Title: Next SPARKLING!!,4293,A special title to commemorate Aqours' fifth live show.,273,title_s_0000_00000_0273,1
4293000274,10th Walking Rally: Shooting Star,4293,A title to commemorate completing the 10th Walking Rally missions.,274,title_s_0000_00000_0274,1
4293000275,10th Walking Rally: Treasure Hunt,4293,A treasure chest and map created by the author of the island's legendary book.,275,title_s_0000_00000_0275,1
4293000276,Title: Aqours Club 2019,4293,A title for Aqours Club 2019 supporters.,276,title_s_0000_00000_0276,1
4293000277,Title: Love Live! Series 9th Anniversary,4293,A special title to commemorate the Love Live! Series 9th Anniversary.,277,title_s_0000_00000_0277,1
4293000278,Title: Escape from the Canceled School Fest Live Show!,4293,A special title to commemorate the 2nd Real Escape Game & Love Live! Sunshine!! collaboration.,278,title_s_0000_00000_0278,1
4293000904,Title: SIF National Tournament 2019 Online Qualifier,4293,Proof of participation in the SIF National Tournament 2019 online qualifier.,904,title_s_0000_00000_0904,1
4293000279,Title: Summer of Love Live! 2019,4293,A special title to commemorate Summer of Love Live! 2019.,279,title_s_0000_00000_0279,1
4293000280,SIF National Tournament 2019 Finalist,4293,Proof of being a finalist at the SIF National Tournament 2019.,280,title_s_0000_00000_0280,1
4293000281,SIF National Tournament 2019 Third Place,4293,Proof of winning third place at the SIF National Tournament 2019.,281,title_s_0000_00000_0281,1
4293000282,SIF National Tournament 2019 Second Place,4293,Proof of winning second place at the SIF National Tournament 2019.,282,title_s_0000_00000_0282,1
4293000283,SIF National Tournament 2019 Champion,4293,Proof of winning the SIF National Tournament 2019.,283,title_s_0000_00000_0283,1
4293000284,Title: Shadowverse x SIF,4293,A special title to commemorate the Shadowverse & SIF collaboration.,284,title_s_0000_00000_0284,1
4293000285,SIF National Tournament 2019 Revenge,4293,Proof of winning the SIF National Tournament 2019 Revenge bracket.,285,title_s_0000_00000_0285,1
4293000286,Title: Saury,4293,A taste of fall! Fatty saury.,286,title_s_0000_00000_0286,1
4293000287,Title: Sweet Potato,4293,A taste of fall! Fresh-baked sweet potato.,287,title_s_0000_00000_0287,1
4293000288,Title: Ginkgo,4293,Fall colors! Yellow ginkgo.,288,title_s_0000_00000_0288,1
4293000289,Title: Maple,4293,Fall colors! Red maple.,289,title_s_0000_00000_0289,1
4293000290,Title: Futon,4293,Sleepy fall! A soft and fluffy futon.,290,title_s_0000_00000_0290,1
4293000291,Title: Bed,4293,Sleepy fall! A soft and fluffy bed.,291,title_s_0000_00000_0291,1
4293000292,11th Walking Rally: Travel,4293,A title to commemorate completing the 11th Walking Rally missions.,292,title_s_0000_00000_0292,1
4293000293,Title: SIF AC 3rd Anniversary,4293,A title to commemorate SIF AC's 3rd anniversary.,293,title_s_0000_00000_0293,1
4293000294,μ's Christmas Tree,4293,The μ's Christmas tree.,294,title_s_0000_00000_0294,1
4293000295,Aqours' Christmas Tree,4293,The Aqours Christmas tree.,295,title_s_0000_00000_0295,1
4293000296,Honoka's Christmas Present,4293,A Christmas present from Honoka. ♪,296,title_s_0000_00000_0296,1
4293000297,Eli's Christmas Present,4293,A Christmas present from Eli. ♪,297,title_s_0000_00000_0297,1
4293000298,Kotori's Christmas Present,4293,A Christmas present from Kotori. ♪,298,title_s_0000_00000_0298,1
4293000299,Umi's Christmas Present,4293,A Christmas present from Umi. ♪,299,title_s_0000_00000_0299,1
4293000300,Rin's Christmas Present,4293,A Christmas present from Rin. ♪,300,title_s_0000_00000_0300,1
4293000301,Maki's Christmas Present,4293,A Christmas present from Maki. ♪,301,title_s_0000_00000_0301,1
4293000302,Nozomi's Christmas Present,4293,A Christmas present from Nozomi. ♪,302,title_s_0000_00000_0302,1
4293000303,Hanayo's Christmas Present,4293,A Christmas present from Hanayo. ♪,303,title_s_0000_00000_0303,1
4293000304,Nico's Christmas Present,4293,A Christmas present from Nico. ♪,304,title_s_0000_00000_0304,1
4293000305,Chika's Christmas Present,4293,A Christmas present from Chika. ♪,305,title_s_0000_00000_0305,1
4293000306,Riko's Christmas Present,4293,A Christmas present from Riko. ♪,306,title_s_0000_00000_0306,1
4293000307,Kanan's Christmas Present,4293,A Christmas present from Kanan. ♪,307,title_s_0000_00000_0307,1
4293000308,Dia's Christmas Present,4293,A Christmas present from Dia. ♪,308,title_s_0000_00000_0308,1
4293000309,You's Christmas Present,4293,A Christmas present from You. ♪,309,title_s_0000_00000_0309,1
4293000310,Yoshiko's Christmas Present,4293,A Christmas present from Yoshiko. ♪,310,title_s_0000_00000_0310,1
4293000311,Hanamaru's Christmas Present,4293,A Christmas present from Hanamaru. ♪,311,title_s_0000_00000_0311,1
4293000312,Mari's Christmas Present,4293,A Christmas present from Mari. ♪,312,title_s_0000_00000_0312,1
4293000313,Ruby's Christmas Present,4293,A Christmas present from Ruby. ♪,313,title_s_0000_00000_0313,1
4293000314,Title: Happy New Year!,4293,It's supposedly good to put out kagami mochi on December 28 to celebrate the New Year!,314,title_s_0000_00000_0314,1
4293000315,Title: Let's Have a Great Year: Mouse,4293,2020 is the Year of the Rat. I hope it will be a good year!,315,title_s_0000_00000_0315,1
4293000316,Good Tidings to Honoka!,4293,August 3rd is Honoka Kosaka's birthday. ♪,316,title_s_0000_00000_0316,1
4293000317,Good Tidings to Eli!,4293,October 21st is Eli Ayase's birthday. ♪,317,title_s_0000_00000_0317,1
4293000318,Good Tidings to Kotori!,4293,September 12th is Kotori Minami's birthday. ♪,318,title_s_0000_00000_0318,1
4293000319,Good Tidings to Umi!,4293,March 15th is Umi Sonoda's birthday. ♪,319,title_s_0000_00000_0319,1
4293000320,Good Tidings to Rin!,4293,November 1st is Rin Hoshizora's birthday. ♪,320,title_s_0000_00000_0320,1
4293000321,Good Tidings to Maki!,4293,April 19th is Maki Nishikino's birthday. ♪,321,title_s_0000_00000_0321,1
4293000322,Good Tidings to Nozomi!,4293,June 9th is Nozomi Tojo's birthday. ♪,322,title_s_0000_00000_0322,1
4293000323,Good Tidings to Hanayo!,4293,January 17th is Hanayo Koizumi's birthday. ♪,323,title_s_0000_00000_0323,1
4293000324,Good Tidings to Nico!,4293,July 22nd is Nico Yazawa's birthday. ♪,324,title_s_0000_00000_0324,1
4293000325,Good Tidings to Chika!,4293,August 1st is Chika Takami's birthday. ♪,325,title_s_0000_00000_0325,1
4293000326,Good Tidings to Riko!,4293,September 19th is Riko Sakurauchi's birthday. ♪,326,title_s_0000_00000_0326,1
4293000327,Good Tidings to Kanan!,4293,February 10th is Kanan Matsuura's birthday. ♪,327,title_s_0000_00000_0327,1
4293000328,Good Tidings to Dia!,4293,January 1st is Dia Kurosawa's birthday. ♪,328,title_s_0000_00000_0328,1
4293000329,Good Tidings to You!,4293,April 17th is You Watanabe's birthday. ♪,329,title_s_0000_00000_0329,1
4293000330,Good Tidings to Yoshiko!,4293,July 13th is Yoshiko Tsushima's birthday. ♪,330,title_s_0000_00000_0330,1
4293000331,Good Tidings to Hanamaru!,4293,March 4th is Hanamaru Kunikida's birthday. ♪,331,title_s_0000_00000_0331,1
4293000332,Good Tidings to Mari!,4293,June 13th is Mari Ohara's birthday. ♪,332,title_s_0000_00000_0332,1
4293000333,Good Tidings to Ruby!,4293,September 21st Ruby Kurosawa's birthday. ♪,333,title_s_0000_00000_0333,1
4293000334,Title: Love Live! Festival,4293,A special title to commemorate the Love Live! Series 9th Anniversary Love Live! Fest.,334,title_s_0000_00000_0334,1
4293000335,Guilty Kiss First LOVE LIVE! ~New Romantic Sailors~,4293,A special title to commemorate Guilty Kiss' First LOVE LIVE!,335,title_s_0000_00000_0335,1
4293000336,CYaRon! First LOVE LIVE! ~Braveheart Coaster~,4293,A special title to commemorate CYaRon!'s First LOVE LIVE!,336,title_s_0000_00000_0336,1
4293000337,AZALEA First LOVE LIVE! ~Amazing Travel DNA~,4293,A special title to commemorate the AZALEA's First LOVE LIVE!,337,title_s_0000_00000_0337,1
4293000338,Title: Cat (Kotatsu),4293,A cat getting warm and toasty in a kotatsu.,338,title_s_0000_00000_0338,1
4293000339,Title: Dog (Osoto),4293,A dog happily running around outside.,339,title_s_0000_00000_0339,1
4293000340,Title: Snowman,4293,A snow sculpture of a Daruma doll.,340,title_s_0000_00000_0340,1
4293000341,Title: Snow Rabbit,4293,A snow sculpture of a rabbit.,341,title_s_0000_00000_0341,1
4293000342,Title: Cake (7th Anniversary),4293,A sweet cake for a special day.,342,title_s_0000_00000_0342,1
4293000343,Title: Parfait (7th Anniversary),4293,A cold parfait for a special day.,343,title_s_0000_00000_0343,1
4293000344,Title: Balloon (7th Anniversary),4293,A soft balloon for adding color to parties.,344,title_s_0000_00000_0344,1
4293000345,Title: Kusudama (7th Anniversary),4293,A hanging decorative ball that livens up parties.,345,title_s_0000_00000_0345,1
4293000346,Title: Thank You! (7th Anniversary),4293,A message card expressing gratitude.,346,title_s_0000_00000_0346,1
4293000347,Title: Congratulations! (7th Anniversary),4293,A message card expressing congratulations.,347,title_s_0000_00000_0347,1
