_id,_name,_detailText,_trigger,_triggerValue,_probability,_effectiveMilliSecs,_subTarget,_targetGroupId,_targetSchoolGrade,_effectType,_effectiveValues,_nameEn,_detailTextEn,_masterReleaseLabelId
10060012,次の獲物はアナタ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,24/23/23/23/22,37000/37000/37000/37000/37000,2500/2500/2500/3000/3000,0,0,0,4,114/116/118/120/122,You're My Next Target,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10060013,スマホ越しのはにかみ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,27/26/26/26/25/25/25/24/24,35000/35000/35000/35000/35000/35000/35000/35000/35000,3000/3000/3000/3500/3500/3500/4000/4000/4000,0,0,0,4,116/118/120/122/124/126/128/130/132,Smartphone Shyness,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10060014,フルーツティー,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,21/20/19/18/17/16/15/14/13,26000/26000/26000/26000/26000/26000/26000/26000/26000,,0,0,0,6,3/3/3/3/4/4/4/4/5,Fruit Tea,"For every {0} Rhythm Icons, there's a {1}% chance to<br>restore {3} Stamina.",1
10070001,意外と策士,コンボを{0}回達成するごとに{1}%の確率で<br>体力が{3}回復する,2,17/16/15,29000/29000/29000,,0,0,0,6,1/1/1,Surprising Tactician,"For every {0} combos, there's a {1}% chance to<br>restore {3} Stamina.",1
10070002,巻き込んじゃうぞ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間μ’s所属のリズムアイコンのスコアが{3}増える,1,24/23/23,32000/32000/32000,2000/2000/2000,0,100,0,4,112/114/116,I'm Dragging You Along!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise the score of μ’s Rhythm Icons by {3} for {2} sec.",1
10070003,のほほんとして,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,23/22/22,31000/31000/31000,2000/2000/2000,0,0,0,4,111/113/115,Nonchalant,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10070004,まぶしい光,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,22/21/21,29000/29000/29000,4000/4000/4000,0,0,0,5,1/1/1,Blinding Light,"For every {0} Rhythm Icons, there's a {1}% chance to<br>widen the PERFECT window by {3} levels for {2} sec.",1
10070005,今から練習♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECT時のスコアが{3}増える,1,24/23/23,32000/32000/32000,2000/2000/2000,1,0,0,4,112/114/116,Time to Practice!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your PERFECT score by {3} for {2} sec.",1
10070006,占いの力,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,23/22/21,28000/28000/28000,,0,0,0,6,1/1/1,The Power of Divination,"For every {0} Rhythm Icons, there's a {1}% chance to<br>restore {3} Stamina.",1
10070007,明日もよろしく,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,24/23/23,37000/37000/37000,2000/2000/2000,0,0,0,4,125/127/129,See You Tomorrow,"For every {0} PERFECTs, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10070008,おでかけ日和,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,19/18/18,30000/30000/30000,2000/2000/2000,0,0,0,4,111/113/115,A Perfect Day for an Outing,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10070009,アタックしちゃうぞ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,19/18/18,30000/30000/30000,2000/2000/2000,0,0,0,4,111/113/115,I'm Going to Attack!,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10070010,スピリチュアルパワー,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,21/20/20/20/19,29000/29000/29000/29000/29000,2500/2500/2500/3000/3000,0,0,0,4,108/110/112/114/116,Spiritual Power,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10070011,運命のカード,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,2,21/20/20/20/19,35000/35000/35000/35000/35000,4500/4500/4500/5000/5000,0,0,0,5,1/1/1/1/2,Cards of Destiny,"For every {0} combos, there's a {1}% chance to<br>widen the PERFECT window by {3} levels for {2} sec.",1
10070012,たぬき寝入り♪,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,24/23/23/23/22,37000/37000/37000/37000/37000,2500/2500/2500/3000/3000,0,0,0,4,114/116/118/120/122,Faking Sleep,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10070013,降り注ぐ光,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,27/26/26/26/25/25/25/24/24,35000/35000/35000/35000/35000/35000/35000/35000/35000,3000/3000/3000/3500/3500/3500/4000/4000/4000,0,0,0,4,116/118/120/122/124/126/128/130/132,Rain of Light,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10070014,サプライズ希望☆,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,24/23/23/23/22/22/22/21/21,31000/31000/31000/31000/31000/31000/31000/31000/31000,5000/5000/5000/5500/5500/5500/6000/6000/6000,0,0,0,5,1/1/1/1/2/2/2/2/2,Surprise Wish!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>widen the PERFECT window by {3} levels for {2} sec.",1
10080001,白米大好き,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間μ’s所属のリズムアイコンのスコアが{3}増える,1,23/22/22,31000/31000/31000,2000/2000/2000,0,100,0,4,111/113/115,White Rice Lover,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise the score of μ’s Rhythm Icons by {3} for {2} sec.",1
10080002,自信はないけど,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,18/17/17,29000/29000/29000,2000/2000/2000,0,0,0,4,109/111/113,Not Quite Sure...,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10080003,アイドルへの憧れ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,18/17/17,29000/29000/29000,2000/2000/2000,0,0,0,4,109/111/113,Admiration for Idols,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10080004,頑張ります！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,23/22/22,30000/30000/30000,4000/4000/4000,0,0,0,5,1/1/1,I'll Do My Best!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>widen the PERFECT window by {3} levels for {2} sec.",1
10080005,上達したい,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,24/23/23,37000/37000/37000,2000/2000/2000,0,0,0,4,125/127/129,I Want to Get Better,"For every {0} PERFECTs, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10080006,人見知り,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,22/21/21,30000/30000/30000,2000/2000/2000,0,0,0,4,110/112/114,Shy,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10080007,ひとりじゃ寂しい,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,20/19/19,31000/31000/31000,2000/2000/2000,0,0,0,4,113/115/117,Lonely Alone,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10080008,おでかけわくわく,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,21/20/19,26000/26000/26000,,0,0,0,6,1/1/1,Excited for an Outing!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>restore {3} Stamina.",1
10080009,まるごとみかん,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,23/22/22,31000/31000/31000,2000/2000/2000,0,0,0,4,111/113/115,Whole Mandarin Oranges,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10080010,炊き立てご飯です♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,24/23/23/23/22,32000/32000/32000/32000/32000,2500/2500/2500/3000/3000,0,0,0,4,112/114/116/118/120,Freshly Cooked Rice!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10080011,ご注文のお品物です♪,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,21/20/20/20/19,32000/32000/32000/32000/32000,2500/2500/2500/3000/3000,0,0,0,4,115/117/119/121/123,Your Order Is Here!,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10080012,不思議なシンパシー,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,25/24/24/24/23,33000/33000/33000/33000/33000,2500/2500/2500/3000/3000,0,0,0,4,114/116/118/120/122,Strange Sympathy,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10080013,µ'sへの想い,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,29/28/28/28/27/27/27/26/26,47000/47000/47000/47000/47000/47000/47000/47000/47000,3000/3000/3000/3500/3500/3500/4000/4000/4000,0,0,0,4,109/111/113/115/117/119/121/123/125,Feelings for μ's,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10080014,キラキラリップ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,20/19/19/19/18/18/18/17/17,27000/27000/27000/27000/27000/27000/27000/27000/27000,5000/5000/5000/5500/5500/5500/6000/6000/6000,0,0,0,5,1/1/1/1/2/2/2/2/2,Glittering Lips,"For every {0} Rhythm Icons, there's a {1}% chance to<br>widen the PERFECT window by {3} levels for {2} sec.",1
10090001,アイドルオタク,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,18/17/17,29000/29000/29000,2000/2000/2000,0,0,0,4,109/111/113,Idol Fan,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10090002,日夜励んで,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,20/19/19,28000/28000/28000,2000/2000/2000,0,0,0,4,106/108/110,Working Hard 24/7,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10090003,かわいい仕草,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,23/22/22,35000/35000/35000,2000/2000/2000,0,0,0,4,126/128/130,Cute Pose,"For every {0} PERFECTs, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10090004,がんばるにこ！,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,19/18/18,30000/30000/30000,2000/2000/2000,0,0,0,4,111/113/115,Nico's Giving It Her All!,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10090005,努力なら任せなさい,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,22/21/21,29000/29000/29000,4000/4000/4000,0,0,0,5,1/1/1,Leave the Effort to Me!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>widen the PERFECT window by {3} levels for {2} sec.",1
10090006,みんなのニコニー,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,17/16/16,28000/28000/28000,2000/2000/2000,0,0,0,4,107/109/111,Nico-Ni for Everyone!,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10090007,ぎゅっと抱きしめて,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,25/24/23,30000/30000/30000,,0,0,0,6,1/1/1,Hold Me Tight,"For every {0} Rhythm Icons, there's a {1}% chance to<br>restore {3} Stamina.",1
10090008,お待たせ♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間μ’s所属のリズムアイコンのスコアが{3}増える,1,23/22/22,31000/31000/31000,2000/2000/2000,0,100,0,4,111/113/115,The Wait Is Over!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise the score of μ’s Rhythm Icons by {3} for {2} sec.",1
10090009,心身の鍛錬をして,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,20/19/19,28000/28000/28000,2000/2000/2000,0,0,0,4,106/108/110,Train Your Mind and Body,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10090010,にっこにっこにー,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,21/20/20/20/19,29000/29000/29000/29000/29000,2500/2500/2500/3000/3000,0,0,0,4,108/110/112/114/116,Nico-Nico-Ni!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10090011,教えてあげる♪,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,27/26/26/26/25,43000/43000/43000/43000/43000,2500/2500/2500/3000/3000,0,0,0,4,121/123/125/127/129,Let Me Show You~!,"For every {0} PERFECTs, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10090012,にこは人気者,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,21/20/20/20/19,29000/29000/29000/29000/29000,2500/2500/2500/3000/3000,0,0,0,4,108/110/112/114/116,Nico Is the Most Popular!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10090013,ありがた～い講義,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,29/28/28/28/27/27/27/26/26,47000/47000/47000/47000/47000/47000/47000/47000/47000,3000/3000/3000/3500/3500/3500/4000/4000/4000,0,0,0,4,109/111/113/115/117/119/121/123/125,A Delightful Lecture,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
10090014,スイカケーキ？,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,23/22/22/22/21/21/21/20/20,31000/31000/31000/31000/31000/31000/31000/31000/31000,3000/3000/3000/3500/3500/3500/4000/4000/4000,0,0,0,4,111/113/115/117/119/121/123/125/127,Watermelon Cake?,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
20010001,憧れのスクールアイドル,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,20/19/18,25000/25000/25000,,0,0,0,6,1/1/1,Beloved School Idols,"For every {0} Rhythm Icons, there's a {1}% chance to<br>restore {3} Stamina.",1
20010002,夢は叶うよ！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,21/20/20,28000/28000/28000,4000/4000/4000,0,0,0,5,1/1/1,Dreams Come True!,"For every {0} Rhythm Icons, there's a {1}% chance to<br>widen the PERFECT window by {3} levels for {2} sec.",1
20010003,やってみなくちゃ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,19/18/18,30000/30000/30000,2000/2000/2000,0,0,0,4,111/113/115,Gotta Give It a Shot!,"For every {0} combos, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
20010004,負けず嫌い,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,23/22/22,35000/35000/35000,2000/2000/2000,0,0,0,4,126/128/130,Competitive,"For every {0} PERFECTs, there's a {1}% chance to<br>raise your Rhythm Icon Score by {3} for {2} sec.",1
20010005,遠出の準備,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,25/24/23,30000/30000/30000,,0,0,0,6,1/1/1,Packing for a Trip,"For every {0} Rhythm Icons, there's a {1}% chance to<br>restore {3} Stamina.",1
20010006,想いを馳せて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間Aqours所属のリズムアイコンのスコアが{3}増える,1,23/22/22,31000/31000/31000,2000/2000/2000,0,200,0,4,111/113/115,Lost in Thought,"For every {0} Rhythm Icons, there's a {1}% chance to<br>raise the score of Aqours Rhythm Icons by {3} for {2} sec.",1
